marks,year,caste,list,College,cutoff,result
44,2021,Christian,3rd,Wilson,38,0
60,2021,Christian,3rd,Wilson,38,1
93,2021,Christian,3rd,Wilson,38,1
74,2021,Christian,3rd,Wilson,38,1
76,2021,Christian,3rd,Wilson,38,0
75,2021,Christian,3rd,Wilson,38,1
47,2021,Christian,3rd,Wilson,38,1
92,2021,Christian,3rd,Wilson,38,1
89,2021,Christian,3rd,Wilson,38,1
40,2021,Christian,3rd,Wilson,38,1
57,2021,Christian,3rd,Wilson,38,0
46,2021,Christian,3rd,Wilson,38,1
84,2021,Christian,3rd,Wilson,38,1
40,2021,Christian,3rd,Wilson,38,1
67,2021,Christian,3rd,Wilson,38,1
44,2021,Christian,3rd,Wilson,38,1
90,2021,Christian,3rd,Wilson,38,1
68,2021,Christian,3rd,Wilson,38,0
93,2021,Christian,3rd,Wilson,38,1
83,2021,Christian,3rd,Wilson,38,1
93,2021,Christian,3rd,Wilson,38,1
57,2021,Christian,3rd,Wilson,38,1
35,2021,Christian,3rd,Wilson,38,0
90,2021,Christian,3rd,Wilson,38,1
75,2021,Christian,3rd,Wilson,38,1
99,2021,Christian,3rd,Wilson,38,1
74,2021,Christian,3rd,Wilson,38,0
79,2021,Christian,3rd,Wilson,38,1
76,2021,Christian,3rd,Wilson,38,1
36,2021,Christian,3rd,Wilson,38,0
47,2021,Christian,3rd,Wilson,38,0
44,2021,Christian,3rd,Wilson,38,1
52,2021,Christian,3rd,Wilson,38,0
51,2021,Christian,3rd,Wilson,38,1
77,2021,Christian,3rd,Wilson,38,1
57,2021,Christian,3rd,Wilson,38,0
73,2021,Christian,3rd,Wilson,38,1
57,2021,Christian,3rd,Wilson,38,0
82,2021,Christian,3rd,Wilson,38,1
54,2021,Christian,3rd,Wilson,38,0
77,2021,Christian,3rd,Wilson,38,1
96,2021,Christian,3rd,Wilson,38,1
40,2021,Christian,3rd,Wilson,38,0
52,2021,Christian,3rd,Wilson,38,0
84,2021,Christian,3rd,Wilson,38,1
83,2021,Christian,3rd,Wilson,38,1
85,2021,Christian,3rd,Wilson,38,1
88,2021,Christian,3rd,Wilson,38,1
71,2021,Christian,3rd,Wilson,38,1
36,2021,Christian,3rd,Wilson,38,0
70,2021,Christian,3rd,Wilson,38,0
51,2021,Christian,3rd,Wilson,38,1
64,2021,Christian,3rd,Wilson,38,0
37,2021,Christian,3rd,Wilson,38,0
36,2021,Christian,3rd,Wilson,38,0
57,2021,Christian,3rd,Wilson,38,1
57,2021,Christian,3rd,Wilson,38,0
60,2021,Christian,3rd,Wilson,38,1
35,2021,Christian,3rd,Wilson,38,0
57,2021,Christian,3rd,Wilson,38,0
100,2021,Christian,3rd,Wilson,38,1
52,2021,Christian,3rd,Wilson,38,1
77,2021,Christian,3rd,Wilson,38,1
86,2021,Christian,3rd,Wilson,38,1
46,2021,Christian,3rd,Wilson,38,0
81,2021,Christian,3rd,Wilson,38,1
71,2021,Christian,3rd,Wilson,38,0
42,2021,Christian,3rd,Wilson,38,1
98,2021,Christian,3rd,Wilson,38,1
55,2021,Christian,3rd,Wilson,38,1
59,2021,Christian,3rd,Wilson,38,1
97,2021,Christian,3rd,Wilson,38,1
77,2021,Christian,3rd,Wilson,38,1
75,2021,Christian,3rd,Wilson,38,0
66,2021,Christian,3rd,Wilson,38,0
78,2021,Christian,3rd,Wilson,38,1
39,2021,Christian,3rd,Wilson,38,0
81,2021,Christian,3rd,Wilson,38,1
55,2021,Christian,3rd,Wilson,38,0
75,2021,Christian,3rd,Wilson,38,0
92,2021,Christian,3rd,Wilson,38,1
86,2021,Christian,3rd,Wilson,38,1
42,2021,Christian,3rd,Wilson,38,0
38,2021,Christian,3rd,Wilson,38,0
90,2021,Christian,3rd,Wilson,38,1
83,2021,Christian,3rd,Wilson,38,1
64,2021,Christian,3rd,Wilson,38,0
46,2021,Christian,3rd,Wilson,38,1
50,2021,Christian,3rd,Wilson,38,0
100,2021,Christian,3rd,Wilson,38,1
80,2021,Christian,3rd,Wilson,38,1
71,2021,Christian,3rd,Wilson,38,1
78,2021,Christian,3rd,Wilson,38,1
49,2021,Christian,3rd,Wilson,38,1
61,2021,Christian,3rd,Wilson,38,1
69,2021,Christian,3rd,Wilson,38,0
65,2021,Christian,3rd,Wilson,38,1
79,2021,Christian,3rd,Wilson,38,1
89,2021,Christian,3rd,Wilson,38,1
62,2021,Christian,3rd,Wilson,38,0
91,2021,Christian,3rd,Wilson,38,1
71,2021,Christian,3rd,Wilson,38,0
50,2021,Christian,3rd,Wilson,38,0
56,2021,Christian,3rd,Wilson,38,0
41,2021,Christian,3rd,Wilson,38,1
41,2021,Christian,3rd,Wilson,38,1
94,2021,Christian,3rd,Wilson,38,1
79,2021,Christian,3rd,Wilson,38,1
84,2021,Christian,3rd,Wilson,38,1
67,2021,Christian,3rd,Wilson,38,0
50,2021,Christian,3rd,Wilson,38,1
37,2021,Christian,3rd,Wilson,38,0
89,2021,Christian,3rd,Wilson,38,1
94,2021,Christian,3rd,Wilson,38,1
83,2021,Christian,3rd,Wilson,38,1
65,2021,Christian,3rd,Wilson,38,1
93,2021,Christian,3rd,Wilson,38,1
79,2021,Christian,3rd,Wilson,38,1
46,2021,Christian,3rd,Wilson,38,0
97,2021,Christian,3rd,Wilson,38,1
36,2021,Christian,3rd,Wilson,38,0
59,2021,Christian,3rd,Wilson,38,0
69,2021,Christian,3rd,Wilson,38,0
70,2021,Christian,3rd,Wilson,38,0
87,2021,Christian,3rd,Wilson,38,1
81,2021,Christian,3rd,Wilson,38,1
47,2021,Christian,3rd,Wilson,38,1
64,2021,Christian,3rd,Wilson,38,1
38,2021,Christian,3rd,Wilson,38,0
74,2021,Christian,3rd,Wilson,38,1
96,2021,Christian,3rd,Wilson,38,1
84,2021,Christian,3rd,Wilson,38,1
65,2021,Christian,3rd,Wilson,38,1
87,2021,Christian,3rd,Wilson,38,1
57,2021,Christian,3rd,Wilson,38,0
99,2021,Christian,3rd,Wilson,38,1
82,2021,Christian,3rd,Wilson,38,1
48,2021,Christian,3rd,Wilson,38,0
81,2021,Christian,3rd,Wilson,38,1
71,2021,Christian,3rd,Wilson,38,0
36,2021,Christian,3rd,Wilson,38,0
64,2021,Christian,3rd,Wilson,38,1
94,2021,Christian,3rd,Wilson,38,1
95,2021,Christian,3rd,Wilson,38,1
72,2021,Christian,3rd,Wilson,38,1
73,2021,Christian,3rd,Wilson,38,0
79,2021,Christian,3rd,Wilson,38,1
42,2021,Christian,3rd,Wilson,38,1
87,2021,Christian,3rd,Wilson,38,1
94,2021,Christian,3rd,Wilson,38,1
53,2021,Christian,3rd,Wilson,38,1
60,2021,Christian,3rd,Wilson,38,0
43,2021,Christian,3rd,Wilson,38,0
54,2021,Christian,3rd,Wilson,38,1
64,2021,Christian,3rd,Wilson,38,1
81,2021,Christian,3rd,Wilson,38,1
84,2021,Christian,3rd,Wilson,38,1
47,2021,Christian,3rd,Wilson,38,0
59,2021,Christian,3rd,Wilson,38,0
70,2021,Christian,3rd,Wilson,38,0
74,2021,Christian,3rd,Wilson,38,0
76,2021,Christian,3rd,Wilson,38,0
69,2021,Christian,3rd,Wilson,38,1
70,2021,Christian,3rd,Wilson,38,0
71,2021,Christian,3rd,Wilson,38,1
99,2021,Christian,3rd,Wilson,38,1
61,2021,Christian,3rd,Wilson,38,0
58,2021,Christian,3rd,Wilson,38,0
74,2021,Christian,3rd,Wilson,38,1
80,2021,Christian,3rd,Wilson,38,1
88,2021,Christian,3rd,Wilson,38,1
90,2021,Christian,3rd,Wilson,38,1
82,2021,Christian,3rd,Wilson,38,1
62,2021,Christian,3rd,Wilson,38,0
71,2021,Christian,3rd,Wilson,38,0
67,2021,Christian,3rd,Wilson,38,0
98,2021,Christian,3rd,Wilson,38,1
95,2021,Christian,3rd,Wilson,38,1
54,2021,Christian,3rd,Wilson,38,0
60,2021,Christian,3rd,Wilson,38,1
92,2021,Christian,3rd,Wilson,38,1
86,2021,Christian,3rd,Wilson,38,1
61,2021,Christian,3rd,Wilson,38,0
50,2021,Christian,3rd,Wilson,38,0
57,2021,Christian,3rd,Wilson,38,0
70,2021,Christian,3rd,Wilson,38,0
75,2021,Christian,3rd,Wilson,38,1
54,2021,Christian,3rd,Wilson,38,0
47,2021,Christian,3rd,Wilson,38,0
80,2021,Christian,3rd,Wilson,38,1
54,2020,Open,1st,Wilson,83,0
62,2020,Open,1st,Wilson,83,1
99,2020,Open,1st,Wilson,83,1
38,2020,Open,1st,Wilson,83,0
95,2020,Open,1st,Wilson,83,1
37,2020,Open,1st,Wilson,83,0
48,2020,Open,1st,Wilson,83,0
61,2020,Open,1st,Wilson,83,1
77,2020,Open,1st,Wilson,83,1
79,2020,Open,1st,Wilson,83,0
98,2020,Open,1st,Wilson,83,1
44,2020,Open,1st,Wilson,83,0
78,2020,Open,1st,Wilson,83,0
35,2020,Open,1st,Wilson,83,0
71,2020,Open,1st,Wilson,83,1
35,2020,Open,1st,Wilson,83,0
88,2020,Open,1st,Wilson,83,1
99,2020,Open,1st,Wilson,83,1
70,2020,Open,1st,Wilson,83,1
86,2020,Open,1st,Wilson,83,1
67,2020,Open,1st,Wilson,83,0
71,2020,Open,1st,Wilson,83,1
53,2020,Open,1st,Wilson,83,0
39,2020,Open,1st,Wilson,83,0
88,2020,Open,1st,Wilson,83,1
95,2020,Open,1st,Wilson,83,1
68,2020,Open,1st,Wilson,83,0
46,2020,Open,1st,Wilson,83,0
77,2020,Open,1st,Wilson,83,0
55,2020,Open,1st,Wilson,83,0
86,2020,Open,1st,Wilson,83,1
67,2020,Open,1st,Wilson,83,0
68,2020,Open,1st,Wilson,83,0
75,2020,Open,1st,Wilson,83,0
36,2020,Open,1st,Wilson,83,0
100,2020,Open,1st,Wilson,83,1
50,2020,Open,1st,Wilson,83,0
67,2020,Open,1st,Wilson,83,0
93,2020,Open,1st,Wilson,83,1
49,2020,Open,1st,Wilson,83,0
96,2020,Open,1st,Wilson,83,1
54,2020,Open,1st,Wilson,83,0
51,2020,Open,1st,Wilson,83,0
52,2020,Open,1st,Wilson,83,0
51,2020,Open,1st,Wilson,83,0
84,2020,Open,1st,Wilson,83,1
70,2020,Open,1st,Wilson,83,1
87,2020,Open,1st,Wilson,83,1
100,2020,Open,1st,Wilson,83,1
89,2020,Open,1st,Wilson,83,1
56,2020,Open,1st,Wilson,83,0
85,2020,Open,1st,Wilson,83,1
47,2020,Open,1st,Wilson,83,0
49,2020,Open,1st,Wilson,83,0
82,2020,Open,1st,Wilson,83,1
51,2020,Open,1st,Wilson,83,0
98,2020,Open,1st,Wilson,83,1
74,2020,Open,1st,Wilson,83,1
54,2020,Open,1st,Wilson,83,0
51,2020,Open,1st,Wilson,83,0
76,2020,Open,1st,Wilson,83,1
41,2020,Open,1st,Wilson,83,0
56,2020,Open,1st,Wilson,83,0
80,2020,Open,1st,Wilson,83,1
78,2020,Open,1st,Wilson,83,1
99,2020,Open,1st,Wilson,83,1
68,2020,Open,1st,Wilson,83,0
87,2020,Open,1st,Wilson,83,1
37,2020,Open,1st,Wilson,83,0
94,2020,Open,1st,Wilson,83,1
41,2020,Open,1st,Wilson,83,0
68,2020,Open,1st,Wilson,83,1
59,2020,Open,1st,Wilson,83,0
60,2020,Open,1st,Wilson,83,0
57,2020,Open,1st,Wilson,83,0
74,2020,Open,1st,Wilson,83,1
68,2020,Open,1st,Wilson,83,1
36,2020,Open,1st,Wilson,83,0
93,2020,Open,1st,Wilson,83,1
77,2020,Open,1st,Wilson,83,0
80,2020,Open,1st,Wilson,83,0
93,2020,Open,1st,Wilson,83,1
71,2020,Open,1st,Wilson,83,0
53,2020,Open,1st,Wilson,83,0
87,2020,Open,1st,Wilson,83,1
64,2020,Open,1st,Wilson,83,0
69,2020,Open,1st,Wilson,83,1
93,2020,Open,1st,Wilson,83,1
63,2020,Open,1st,Wilson,83,1
36,2020,Open,1st,Wilson,83,0
95,2020,Open,1st,Wilson,83,1
55,2020,Open,1st,Wilson,83,0
85,2020,Open,1st,Wilson,83,1
35,2020,Open,1st,Wilson,83,0
68,2020,Open,1st,Wilson,83,1
69,2020,Open,1st,Wilson,83,1
39,2020,Open,1st,Wilson,83,0
66,2020,Open,1st,Wilson,83,1
57,2020,Open,1st,Wilson,83,0
73,2020,Open,1st,Wilson,83,1
48,2020,Open,1st,Wilson,83,0
45,2020,Open,1st,Wilson,83,0
86,2020,Open,1st,Wilson,83,1
68,2020,Open,1st,Wilson,83,1
69,2020,Open,1st,Wilson,83,1
74,2020,Open,1st,Wilson,83,1
88,2020,Open,1st,Wilson,83,1
94,2020,Open,1st,Wilson,83,1
57,2020,Open,1st,Wilson,83,0
99,2020,Open,1st,Wilson,83,1
82,2020,Open,1st,Wilson,83,0
70,2020,Open,1st,Wilson,83,0
70,2020,Open,1st,Wilson,83,0
35,2020,Open,1st,Wilson,83,0
90,2020,Open,1st,Wilson,83,1
63,2020,Open,1st,Wilson,83,0
90,2020,Open,1st,Wilson,83,1
77,2020,Open,1st,Wilson,83,1
65,2020,Open,1st,Wilson,83,1
90,2020,Open,1st,Wilson,83,1
97,2020,Open,1st,Wilson,83,1
74,2020,Open,1st,Wilson,83,1
36,2020,Open,1st,Wilson,83,0
91,2020,Open,1st,Wilson,83,1
42,2020,Open,1st,Wilson,83,0
45,2020,Open,1st,Wilson,83,0
92,2020,Open,1st,Wilson,83,1
73,2020,Open,1st,Wilson,83,1
95,2020,Open,1st,Wilson,83,1
68,2020,Open,1st,Wilson,83,0
81,2020,Open,1st,Wilson,83,1
65,2020,Open,1st,Wilson,83,1
68,2020,Open,1st,Wilson,83,1
54,2020,Open,1st,Wilson,83,0
37,2020,Open,1st,Wilson,83,0
66,2020,Open,1st,Wilson,83,1
52,2020,Open,1st,Wilson,83,0
52,2020,Open,1st,Wilson,83,0
62,2020,Open,1st,Wilson,83,0
41,2020,Open,1st,Wilson,83,0
66,2020,Open,1st,Wilson,83,0
61,2020,Open,1st,Wilson,83,0
35,2020,Open,1st,Wilson,83,0
52,2020,Open,1st,Wilson,83,0
38,2020,Open,1st,Wilson,83,0
67,2020,Open,1st,Wilson,83,0
89,2020,Open,1st,Wilson,83,1
41,2020,Open,1st,Wilson,83,0
60,2020,Open,1st,Wilson,83,0
64,2020,Open,1st,Wilson,83,1
45,2020,Open,1st,Wilson,83,0
100,2020,Open,1st,Wilson,83,1
71,2020,Open,1st,Wilson,83,0
87,2020,Open,1st,Wilson,83,1
44,2020,Open,1st,Wilson,83,0
75,2020,Open,1st,Wilson,83,0
65,2020,Open,1st,Wilson,83,1
100,2020,Open,1st,Wilson,83,1
42,2020,Open,1st,Wilson,83,0
82,2020,Open,1st,Wilson,83,0
67,2020,Open,1st,Wilson,83,0
54,2020,Open,1st,Wilson,83,0
55,2020,Open,1st,Wilson,83,0
84,2020,Open,1st,Wilson,83,1
78,2020,Open,1st,Wilson,83,0
88,2020,Open,1st,Wilson,83,1
41,2020,Open,1st,Wilson,83,0
51,2020,Open,1st,Wilson,83,0
82,2020,Open,1st,Wilson,83,0
44,2020,Open,1st,Wilson,83,0
62,2020,Open,1st,Wilson,83,1
91,2020,Open,1st,Wilson,83,1
70,2020,Open,1st,Wilson,83,0
69,2020,Open,1st,Wilson,83,1
74,2020,Open,1st,Wilson,83,0
64,2020,Open,1st,Wilson,83,1
55,2020,Open,1st,Wilson,83,0
43,2020,Open,1st,Wilson,83,0
95,2020,Open,1st,Wilson,83,1
98,2020,Open,1st,Wilson,83,1
70,2020,Open,1st,Wilson,83,1
94,2020,Open,1st,Wilson,83,1
85,2020,Open,1st,Wilson,83,1
38,2020,Open,1st,Wilson,83,0
44,2020,Open,1st,Wilson,83,0
56,2020,Open,1st,Wilson,83,0
36,2020,Open,1st,Wilson,83,0
60,2020,Open,1st,Wilson,83,0
81,2020,Open,1st,Wilson,83,0
96,2020,Open,1st,Wilson,83,1
55,2020,Open,1st,Wilson,83,0
47,2020,Open,1st,Wilson,83,0
41,2020,Open,1st,Wilson,83,0
35,2020,Open,1st,Wilson,83,0
82,2020,Open,1st,Wilson,83,1
69,2020,Open,1st,Wilson,83,1
80,2020,Open,1st,Wilson,83,0
78,2020,Open,1st,Wilson,83,0
41,2020,Open,1st,Wilson,83,0
39,2020,Open,1st,Wilson,83,0
52,2020,Open,1st,Wilson,83,0
80,2020,Open,1st,Wilson,83,0
57,2020,Open,1st,Wilson,83,0
54,2020,Open,1st,Wilson,83,0
71,2020,Open,1st,Wilson,83,0
52,2020,Open,1st,Wilson,83,0
100,2020,Open,1st,Wilson,83,1
86,2020,Open,1st,Wilson,83,1
59,2020,Open,1st,Wilson,83,0
99,2020,Open,1st,Wilson,83,1
62,2020,Open,1st,Wilson,83,0
82,2020,Open,1st,Wilson,83,0
48,2020,Open,1st,Wilson,83,0
66,2020,Open,1st,Wilson,83,1
90,2020,Open,1st,Wilson,83,1
93,2020,Open,1st,Wilson,83,1
84,2020,Open,1st,Wilson,83,1
43,2020,Open,1st,Wilson,83,0
39,2020,Open,1st,Wilson,83,0
60,2020,Open,1st,Wilson,83,0
36,2020,Open,1st,Wilson,83,0
86,2020,Open,1st,Wilson,83,1
78,2020,Open,1st,Wilson,83,1
82,2020,Open,1st,Wilson,83,1
44,2020,Open,1st,Wilson,83,0
92,2020,Open,1st,Wilson,83,1
95,2020,Open,1st,Wilson,83,1
44,2020,Open,1st,Wilson,83,0
98,2020,Open,1st,Wilson,83,1
92,2020,Open,1st,Wilson,83,1
97,2020,Open,1st,Wilson,83,1
38,2020,Open,1st,Wilson,83,0
68,2020,Open,1st,Wilson,83,0
38,2020,Open,1st,Wilson,83,0
79,2020,Open,1st,Wilson,83,0
88,2020,Open,1st,Wilson,83,1
45,2020,Open,1st,Wilson,83,0
76,2020,Open,1st,Wilson,83,0
78,2020,Open,1st,Wilson,83,0
35,2020,Open,1st,Wilson,83,0
66,2020,Open,1st,Wilson,83,1
56,2020,Open,1st,Wilson,83,0
50,2020,Open,1st,Wilson,83,0
97,2020,Open,1st,Wilson,83,1
56,2020,Open,1st,Wilson,83,0
50,2020,Open,1st,Wilson,83,0
94,2020,Open,1st,Wilson,83,1
98,2020,Open,1st,Wilson,83,1
91,2020,Open,1st,Wilson,83,1
72,2020,Open,1st,Wilson,83,1
44,2020,Open,1st,Wilson,83,0
35,2020,Open,1st,Wilson,83,0
37,2020,Open,1st,Wilson,83,0
39,2020,Open,1st,Wilson,83,0
66,2020,Open,1st,Wilson,83,1
66,2020,Open,1st,Wilson,83,0
49,2020,Open,1st,Wilson,83,0
45,2020,Open,1st,Wilson,83,0
78,2020,Open,1st,Wilson,83,0
47,2020,Open,1st,Wilson,83,0
87,2020,Open,1st,Wilson,83,1
89,2020,Open,1st,Wilson,83,1
42,2020,Open,1st,Wilson,83,0
95,2020,Open,1st,Wilson,83,1
90,2020,Open,1st,Wilson,83,1
57,2020,Open,1st,Wilson,83,0
57,2020,Open,1st,Wilson,83,0
49,2020,Open,1st,Wilson,83,0
39,2020,Open,1st,Wilson,83,0
70,2020,Open,1st,Wilson,83,1
89,2020,Open,1st,Wilson,83,1
86,2020,Open,1st,Wilson,83,1
86,2020,Open,1st,Wilson,83,1
65,2020,Open,1st,Wilson,83,0
58,2020,Open,1st,Wilson,83,0
64,2020,Open,1st,Wilson,83,0
65,2020,Open,1st,Wilson,83,0
88,2020,Open,1st,Wilson,83,1
92,2020,Open,1st,Wilson,83,1
72,2020,Open,1st,Wilson,83,1
69,2020,Open,1st,Wilson,83,0
35,2020,Open,1st,Wilson,83,0
47,2020,Open,1st,Wilson,83,0
70,2020,Open,1st,Wilson,83,1
82,2020,Open,1st,Wilson,83,0
92,2020,Open,1st,Wilson,83,1
47,2020,Open,1st,Wilson,83,0
53,2020,Open,1st,Wilson,83,0
57,2020,Open,1st,Wilson,83,0
41,2020,Open,1st,Wilson,83,0
63,2020,Open,1st,Wilson,83,1
83,2020,Open,1st,Wilson,83,0
97,2020,Open,1st,Wilson,83,1
86,2020,Open,1st,Wilson,83,1
63,2020,Open,1st,Wilson,83,1
63,2020,Open,1st,Wilson,83,0
67,2020,Open,1st,Wilson,83,1
54,2020,Open,1st,Wilson,83,0
91,2020,Open,1st,Wilson,83,1
62,2020,Open,1st,Wilson,83,0
57,2020,Open,1st,Wilson,83,0
62,2020,Open,1st,Wilson,83,1
37,2020,Open,1st,Wilson,83,0
49,2020,Open,1st,Wilson,83,0
98,2020,Open,1st,Wilson,83,1
50,2020,Open,1st,Wilson,83,0
58,2020,Open,1st,Wilson,83,0
78,2020,Open,1st,Wilson,83,1
35,2020,Open,1st,Wilson,83,0
35,2020,Open,1st,Wilson,83,0
81,2020,Open,1st,Wilson,83,0
50,2020,Open,1st,Wilson,83,0
85,2020,Open,1st,Wilson,83,1
59,2020,Open,1st,Wilson,83,0
44,2020,Open,1st,Wilson,83,0
80,2020,Open,1st,Wilson,83,0
64,2020,Open,1st,Wilson,83,1
95,2020,Open,1st,Wilson,83,1
36,2020,Open,1st,Wilson,83,0
77,2020,Open,1st,Wilson,83,1
59,2020,Open,1st,Wilson,83,0
60,2020,Open,1st,Wilson,83,0
67,2020,Open,1st,Wilson,83,0
56,2020,Open,1st,Wilson,83,0
44,2020,Open,1st,Wilson,83,0
36,2020,Open,1st,Wilson,83,0
52,2020,Open,1st,Wilson,83,0
76,2020,Open,1st,Wilson,83,1
74,2020,Open,1st,Wilson,83,1
47,2020,Open,1st,Wilson,83,0
74,2020,Open,1st,Wilson,83,0
46,2020,Open,1st,Wilson,83,0
54,2020,Open,1st,Wilson,83,0
65,2020,Open,1st,Wilson,83,0
35,2020,Open,1st,Wilson,83,0
42,2020,Open,1st,Wilson,83,0
40,2020,Open,1st,Wilson,83,0
69,2020,Open,1st,Wilson,83,0
46,2020,Open,1st,Wilson,83,0
39,2020,Open,1st,Wilson,83,0
75,2020,Open,1st,Wilson,83,1
71,2020,Open,1st,Wilson,83,0
99,2020,Open,1st,Wilson,83,1
99,2020,Open,1st,Wilson,83,1
68,2020,Open,1st,Wilson,83,1
63,2020,Open,1st,Wilson,83,0
51,2020,Open,1st,Wilson,83,0
94,2020,Open,1st,Wilson,83,1
36,2020,Open,1st,Wilson,83,0
60,2020,Open,1st,Wilson,83,0
76,2020,Open,1st,Wilson,83,1
100,2020,Open,1st,Wilson,83,1
65,2020,Open,1st,Wilson,83,0
36,2020,Open,1st,Wilson,83,0
60,2020,Open,1st,Wilson,83,0
80,2020,Open,1st,Wilson,83,0
61,2020,Open,1st,Wilson,83,0
89,2020,Open,1st,Wilson,83,1
67,2020,Open,1st,Wilson,83,0
58,2020,Open,1st,Wilson,83,0
80,2020,Open,1st,Wilson,83,0
43,2020,Open,1st,Wilson,83,0
39,2020,Open,1st,Wilson,83,0
98,2020,Open,1st,Wilson,83,1
67,2020,Open,1st,Wilson,83,0
82,2020,Open,1st,Wilson,83,1
54,2020,Open,1st,Wilson,83,0
82,2020,Open,1st,Wilson,83,0
78,2020,Open,1st,Wilson,83,1
66,2020,Open,1st,Wilson,83,0
57,2020,Open,1st,Wilson,83,0
59,2020,Open,1st,Wilson,83,0
54,2020,Open,1st,Wilson,83,0
83,2020,Open,1st,Wilson,83,0
97,2020,Open,1st,Wilson,83,1
50,2020,Open,1st,Wilson,83,0
94,2020,Open,1st,Wilson,83,1
39,2020,Open,1st,Wilson,83,0
35,2020,Open,1st,Wilson,83,0
85,2020,Open,1st,Wilson,83,1
44,2020,Open,1st,Wilson,83,0
44,2020,Open,1st,Wilson,83,0
85,2020,Open,1st,Wilson,83,1
53,2020,Open,1st,Wilson,83,0
80,2020,Open,1st,Wilson,83,0
52,2020,Open,1st,Wilson,83,0
44,2020,Open,1st,Wilson,83,0
94,2020,Open,1st,Wilson,83,1
46,2020,Open,1st,Wilson,83,0
48,2020,Open,1st,Wilson,83,0
78,2020,Open,1st,Wilson,83,1
60,2020,Open,1st,Wilson,83,0
71,2020,Open,1st,Wilson,83,0
44,2020,Open,1st,Wilson,83,0
55,2020,Open,1st,Wilson,83,0
56,2020,Open,1st,Wilson,83,0
75,2020,Open,1st,Wilson,83,0
37,2020,Open,1st,Wilson,83,0
62,2020,Open,1st,Wilson,83,1
88,2020,Open,1st,Wilson,83,1
91,2020,Open,1st,Wilson,83,1
54,2020,Open,1st,Wilson,83,0
53,2020,Open,1st,Wilson,83,0
74,2020,Open,1st,Wilson,83,1
44,2020,Open,1st,Wilson,83,0
87,2020,Open,1st,Wilson,83,1
71,2020,Open,1st,Wilson,83,1
83,2020,Open,1st,Wilson,83,0
72,2020,Open,1st,Wilson,83,0
85,2020,Open,1st,Wilson,83,1
79,2020,Open,1st,Wilson,83,1
98,2020,Open,1st,Wilson,83,1
55,2020,Open,1st,Wilson,83,0
85,2020,Open,1st,Wilson,83,1
48,2020,Open,1st,Wilson,83,0
91,2020,Open,1st,Wilson,83,1
51,2020,Open,1st,Wilson,83,0
86,2020,Open,1st,Wilson,83,1
66,2020,Open,1st,Wilson,83,0
80,2020,Open,1st,Wilson,83,0
86,2020,Open,1st,Wilson,83,1
43,2020,Open,1st,Wilson,83,0
66,2020,Open,1st,Wilson,83,1
84,2020,Open,1st,Wilson,83,1
82,2020,Open,1st,Wilson,83,1
79,2020,Open,1st,Wilson,83,1
55,2020,Open,1st,Wilson,83,0
88,2020,Open,1st,Wilson,83,1
47,2020,Open,1st,Wilson,83,0
53,2020,Open,1st,Wilson,83,0
71,2020,Open,1st,Wilson,83,0
39,2020,Open,1st,Wilson,83,0
54,2020,Open,1st,Wilson,83,0
83,2020,Open,1st,Wilson,83,0
77,2020,Open,1st,Wilson,83,1
81,2020,Open,1st,Wilson,83,1
49,2020,Open,1st,Wilson,83,0
93,2020,Open,1st,Wilson,83,1
51,2020,Open,1st,Wilson,83,0
72,2020,Open,1st,Wilson,83,1
91,2020,Open,1st,Wilson,83,1
70,2020,Open,1st,Wilson,83,1
45,2020,Open,1st,Wilson,83,0
76,2020,Open,1st,Wilson,83,0
92,2020,Open,1st,Wilson,83,1
92,2020,Open,1st,Wilson,83,1
68,2020,Open,1st,Wilson,83,1
71,2020,Open,1st,Wilson,83,0
51,2020,Open,1st,Wilson,83,0
35,2020,Open,1st,Wilson,83,0
46,2020,Open,1st,Wilson,83,0
80,2020,Open,1st,Wilson,83,1
71,2020,Open,1st,Wilson,83,1
63,2020,Open,1st,Wilson,83,0
74,2020,Open,1st,Wilson,83,1
76,2020,Open,1st,Wilson,83,1
35,2020,Open,1st,Wilson,83,0
45,2020,Open,1st,Wilson,83,0
39,2020,Open,1st,Wilson,83,0
93,2020,Open,1st,Wilson,83,1
50,2020,Open,1st,Wilson,83,0
95,2020,Open,1st,Wilson,83,1
69,2020,Open,1st,Wilson,83,0
76,2020,Open,1st,Wilson,83,0
68,2020,Open,1st,Wilson,83,0
41,2020,Open,1st,Wilson,83,0
55,2020,Open,1st,Wilson,83,0
51,2020,Open,1st,Wilson,83,0
66,2020,Open,1st,Wilson,83,0
71,2020,Open,1st,Wilson,83,1
73,2020,Open,1st,Wilson,83,0
94,2020,Open,1st,Wilson,83,1
83,2020,Open,1st,Wilson,83,0
99,2020,Open,1st,Wilson,83,1
93,2020,Open,1st,Wilson,83,1
69,2020,Open,1st,Wilson,83,1
41,2020,Open,1st,Wilson,83,0
98,2020,Open,1st,Wilson,83,1
56,2020,Open,1st,Wilson,83,0
64,2020,Open,1st,Wilson,83,1
92,2020,Open,1st,Wilson,83,1
77,2020,Open,1st,Wilson,83,1
99,2020,Open,1st,Wilson,83,1
75,2020,Open,1st,Wilson,83,0
85,2020,Open,1st,Wilson,83,1
47,2020,Open,1st,Wilson,83,0
88,2020,Open,1st,Wilson,83,1
45,2020,Open,1st,Wilson,83,0
96,2020,Open,1st,Wilson,83,1
93,2020,Open,1st,Wilson,83,1
