marks,year,caste,list,College,cutoff,result
41,2020,SC,1st,D.G.Ruparel,40,1
80,2020,NT-C,1st,D.G.Ruparel,35,1
87,2020,Open,1st,D.G.Ruparel,72,1
58,2020,ST,1st,D.G.Ruparel,35,1
52,2020,NT-C,1st,D.G.Ruparel,35,1
94,2020,NT-C,1st,D.G.Ruparel,35,1
93,2020,NT-B,1st,D.G.Ruparel,38,1
52,2020,Open,1st,D.G.Ruparel,72,0
77,2020,ST,1st,D.G.Ruparel,35,1
87,2020,NT-C,1st,D.G.Ruparel,35,1
74,2020,SC,1st,D.G.Ruparel,40,1
69,2020,SC,1st,D.G.Ruparel,40,1
90,2020,SC,1st,D.G.Ruparel,40,1
62,2020,ST,1st,D.G.Ruparel,35,1
92,2020,Open,1st,D.G.Ruparel,72,1
49,2020,Open,1st,D.G.Ruparel,72,0
92,2020,NT-C,1st,D.G.Ruparel,35,1
61,2020,NT-C,1st,D.G.Ruparel,35,1
38,2020,OBC,1st,D.G.Ruparel,65,0
65,2020,SC,1st,D.G.Ruparel,40,1
93,2020,ST,1st,D.G.Ruparel,35,1
78,2020,NT-B,1st,D.G.Ruparel,38,1
79,2020,NT-B,1st,D.G.Ruparel,38,1
85,2020,NT-B,1st,D.G.Ruparel,38,1
60,2020,NT-B,1st,D.G.Ruparel,38,1
69,2020,OBC,1st,D.G.Ruparel,65,1
77,2020,SC,1st,D.G.Ruparel,40,1
65,2020,NT-C,1st,D.G.Ruparel,35,1
89,2020,ST,1st,D.G.Ruparel,35,1
58,2020,Open,1st,D.G.Ruparel,72,0
95,2020,NT-C,1st,D.G.Ruparel,35,1
45,2020,SC,1st,D.G.Ruparel,40,1
86,2020,OBC,1st,D.G.Ruparel,65,1
73,2020,ST,1st,D.G.Ruparel,35,1
85,2020,OBC,1st,D.G.Ruparel,65,1
98,2020,Open,1st,D.G.Ruparel,72,1
35,2020,SC,1st,D.G.Ruparel,40,0
79,2020,OBC,1st,D.G.Ruparel,65,1
46,2020,NT-B,1st,D.G.Ruparel,38,1
50,2020,Open,1st,D.G.Ruparel,72,0
87,2020,NT-B,1st,D.G.Ruparel,38,1
64,2020,ST,1st,D.G.Ruparel,35,1
62,2020,ST,1st,D.G.Ruparel,35,1
80,2020,NT-C,1st,D.G.Ruparel,35,1
46,2020,NT-C,1st,D.G.Ruparel,35,1
62,2020,ST,1st,D.G.Ruparel,35,1
94,2020,ST,1st,D.G.Ruparel,35,1
91,2020,OBC,1st,D.G.Ruparel,65,1
78,2020,NT-C,1st,D.G.Ruparel,35,1
62,2020,NT-C,1st,D.G.Ruparel,35,1
60,2020,NT-B,1st,D.G.Ruparel,38,1
44,2020,SC,1st,D.G.Ruparel,40,1
91,2020,NT-B,1st,D.G.Ruparel,38,1
78,2020,Open,1st,D.G.Ruparel,72,1
58,2020,Open,1st,D.G.Ruparel,72,0
52,2020,NT-B,1st,D.G.Ruparel,38,1
51,2020,Open,1st,D.G.Ruparel,72,0
81,2020,SC,1st,D.G.Ruparel,40,1
94,2020,OBC,1st,D.G.Ruparel,65,1
73,2020,OBC,1st,D.G.Ruparel,65,1
55,2020,ST,1st,D.G.Ruparel,35,1
50,2020,ST,1st,D.G.Ruparel,35,1
55,2020,Open,1st,D.G.Ruparel,72,0
35,2020,NT-C,1st,D.G.Ruparel,35,0
37,2020,SC,1st,D.G.Ruparel,40,0
48,2020,OBC,1st,D.G.Ruparel,65,0
62,2020,OBC,1st,D.G.Ruparel,65,0
77,2020,NT-B,1st,D.G.Ruparel,38,1
39,2020,SC,1st,D.G.Ruparel,40,0
44,2020,NT-C,1st,D.G.Ruparel,35,1
85,2020,SC,1st,D.G.Ruparel,40,1
64,2020,NT-B,1st,D.G.Ruparel,38,1
58,2020,ST,1st,D.G.Ruparel,35,1
96,2020,SC,1st,D.G.Ruparel,40,1
73,2020,ST,1st,D.G.Ruparel,35,1
71,2020,Open,1st,D.G.Ruparel,72,0
79,2020,NT-B,1st,D.G.Ruparel,38,1
83,2020,Open,1st,D.G.Ruparel,72,1
70,2020,NT-B,1st,D.G.Ruparel,38,1
87,2020,NT-B,1st,D.G.Ruparel,38,1
78,2020,Open,1st,D.G.Ruparel,72,1
50,2020,Open,1st,D.G.Ruparel,72,0
60,2020,Open,1st,D.G.Ruparel,72,0
49,2020,ST,1st,D.G.Ruparel,35,1
58,2020,NT-C,1st,D.G.Ruparel,35,1
66,2020,SC,1st,D.G.Ruparel,40,1
94,2020,SC,1st,D.G.Ruparel,40,1
67,2020,NT-B,1st,D.G.Ruparel,38,1
85,2020,ST,1st,D.G.Ruparel,35,1
37,2020,NT-B,1st,D.G.Ruparel,38,0
77,2020,Open,1st,D.G.Ruparel,72,1
85,2020,Open,1st,D.G.Ruparel,72,1
35,2020,Open,1st,D.G.Ruparel,72,0
97,2020,NT-B,1st,D.G.Ruparel,38,1
66,2020,SC,1st,D.G.Ruparel,40,1
57,2020,Open,1st,D.G.Ruparel,72,0
86,2020,Open,1st,D.G.Ruparel,72,1
91,2020,NT-B,1st,D.G.Ruparel,38,1
70,2020,NT-C,1st,D.G.Ruparel,35,1
58,2020,SC,1st,D.G.Ruparel,40,1
73,2020,SC,2nd,D.G.Ruparel,35,1
79,2020,ST,2nd,D.G.Ruparel,35,1
73,2020,OBC,2nd,D.G.Ruparel,50,1
36,2020,NT-B,2nd,D.G.Ruparel,35,1
95,2020,SC,2nd,D.G.Ruparel,35,1
54,2020,SC,2nd,D.G.Ruparel,35,1
99,2020,NT-C,2nd,D.G.Ruparel,35,1
93,2020,Open,2nd,D.G.Ruparel,58,1
78,2020,Open,2nd,D.G.Ruparel,58,1
94,2020,Open,2nd,D.G.Ruparel,58,1
56,2020,Open,2nd,D.G.Ruparel,58,0
61,2020,Open,2nd,D.G.Ruparel,58,1
58,2020,ST,2nd,D.G.Ruparel,35,1
60,2020,OBC,2nd,D.G.Ruparel,50,1
65,2020,SC,2nd,D.G.Ruparel,35,1
68,2020,NT-B,2nd,D.G.Ruparel,35,1
95,2020,NT-B,2nd,D.G.Ruparel,35,1
83,2020,NT-B,2nd,D.G.Ruparel,35,1
58,2020,NT-B,2nd,D.G.Ruparel,35,1
64,2020,ST,2nd,D.G.Ruparel,35,1
54,2020,Open,2nd,D.G.Ruparel,58,0
89,2020,ST,2nd,D.G.Ruparel,35,1
35,2020,NT-C,2nd,D.G.Ruparel,35,0
87,2020,NT-B,2nd,D.G.Ruparel,35,1
81,2020,OBC,2nd,D.G.Ruparel,50,1
67,2020,NT-B,2nd,D.G.Ruparel,35,1
90,2020,Open,2nd,D.G.Ruparel,58,1
46,2020,ST,2nd,D.G.Ruparel,35,1
65,2020,SC,2nd,D.G.Ruparel,35,1
43,2020,NT-B,2nd,D.G.Ruparel,35,1
82,2020,NT-C,2nd,D.G.Ruparel,35,1
71,2020,SC,2nd,D.G.Ruparel,35,1
74,2020,NT-C,2nd,D.G.Ruparel,35,1
54,2020,Open,2nd,D.G.Ruparel,58,0
64,2020,NT-B,2nd,D.G.Ruparel,35,1
35,2020,NT-B,2nd,D.G.Ruparel,35,0
43,2020,SC,2nd,D.G.Ruparel,35,1
39,2020,Open,2nd,D.G.Ruparel,58,0
57,2020,SC,2nd,D.G.Ruparel,35,1
41,2020,ST,2nd,D.G.Ruparel,35,1
45,2020,SC,2nd,D.G.Ruparel,35,1
87,2020,SC,2nd,D.G.Ruparel,35,1
75,2020,NT-C,2nd,D.G.Ruparel,35,1
66,2020,SC,2nd,D.G.Ruparel,35,1
85,2020,SC,2nd,D.G.Ruparel,35,1
87,2020,NT-B,2nd,D.G.Ruparel,35,1
62,2020,NT-B,2nd,D.G.Ruparel,35,1
74,2020,NT-C,2nd,D.G.Ruparel,35,1
87,2020,NT-C,2nd,D.G.Ruparel,35,1
79,2020,Open,2nd,D.G.Ruparel,58,1
65,2020,SC,2nd,D.G.Ruparel,35,1
95,2020,SC,2nd,D.G.Ruparel,35,1
37,2020,Open,2nd,D.G.Ruparel,58,0
53,2020,OBC,2nd,D.G.Ruparel,50,1
41,2020,OBC,2nd,D.G.Ruparel,50,0
92,2020,SC,2nd,D.G.Ruparel,35,1
69,2020,SC,2nd,D.G.Ruparel,35,1
74,2020,SC,2nd,D.G.Ruparel,35,1
38,2020,SC,2nd,D.G.Ruparel,35,1
74,2020,NT-B,2nd,D.G.Ruparel,35,1
83,2020,ST,2nd,D.G.Ruparel,35,1
62,2020,Open,2nd,D.G.Ruparel,58,1
77,2020,OBC,2nd,D.G.Ruparel,50,1
98,2020,SC,2nd,D.G.Ruparel,35,1
50,2020,Open,2nd,D.G.Ruparel,58,0
48,2020,NT-B,2nd,D.G.Ruparel,35,1
95,2020,SC,2nd,D.G.Ruparel,35,1
41,2020,NT-B,2nd,D.G.Ruparel,35,1
48,2020,ST,2nd,D.G.Ruparel,35,1
40,2020,SC,2nd,D.G.Ruparel,35,1
99,2020,OBC,2nd,D.G.Ruparel,50,1
35,2020,NT-B,2nd,D.G.Ruparel,35,0
50,2020,OBC,2nd,D.G.Ruparel,50,0
72,2020,NT-C,2nd,D.G.Ruparel,35,1
37,2020,OBC,2nd,D.G.Ruparel,50,0
44,2020,SC,2nd,D.G.Ruparel,35,1
82,2020,ST,2nd,D.G.Ruparel,35,1
67,2020,Open,2nd,D.G.Ruparel,58,1
94,2020,NT-B,2nd,D.G.Ruparel,35,1
84,2020,NT-C,2nd,D.G.Ruparel,35,1
39,2020,NT-C,2nd,D.G.Ruparel,35,1
54,2020,SC,2nd,D.G.Ruparel,35,1
60,2020,OBC,2nd,D.G.Ruparel,50,1
66,2020,NT-C,2nd,D.G.Ruparel,35,1
71,2020,NT-C,2nd,D.G.Ruparel,35,1
66,2020,SC,2nd,D.G.Ruparel,35,1
87,2020,SC,2nd,D.G.Ruparel,35,1
94,2020,ST,2nd,D.G.Ruparel,35,1
71,2020,Open,2nd,D.G.Ruparel,58,1
52,2020,OBC,2nd,D.G.Ruparel,50,1
97,2020,SC,2nd,D.G.Ruparel,35,1
79,2020,OBC,2nd,D.G.Ruparel,50,1
62,2020,ST,2nd,D.G.Ruparel,35,1
42,2020,NT-B,2nd,D.G.Ruparel,35,1
36,2020,ST,2nd,D.G.Ruparel,35,1
73,2020,NT-B,2nd,D.G.Ruparel,35,1
59,2020,ST,2nd,D.G.Ruparel,35,1
42,2020,SC,2nd,D.G.Ruparel,35,1
37,2020,OBC,2nd,D.G.Ruparel,50,0
76,2020,SC,2nd,D.G.Ruparel,35,1
41,2020,OBC,2nd,D.G.Ruparel,50,0
57,2020,SC,2nd,D.G.Ruparel,35,1
90,2020,NT-B,2nd,D.G.Ruparel,35,1
83,2020,Open,2nd,D.G.Ruparel,58,1
61,2020,Open,2nd,D.G.Ruparel,58,1
60,2020,ST,2nd,D.G.Ruparel,35,1
80,2020,NT-B,2nd,D.G.Ruparel,35,1
79,2020,OBC,2nd,D.G.Ruparel,50,1
59,2020,Open,2nd,D.G.Ruparel,58,1
71,2020,Open,2nd,D.G.Ruparel,58,1
94,2020,ST,2nd,D.G.Ruparel,35,1
75,2020,ST,2nd,D.G.Ruparel,35,1
35,2020,Open,2nd,D.G.Ruparel,58,0
83,2020,NT-C,2nd,D.G.Ruparel,35,1
97,2020,NT-B,2nd,D.G.Ruparel,35,1
61,2020,Open,2nd,D.G.Ruparel,58,1
69,2020,NT-B,2nd,D.G.Ruparel,35,1
39,2020,OBC,2nd,D.G.Ruparel,50,0
64,2020,Open,2nd,D.G.Ruparel,58,1
79,2020,SC,2nd,D.G.Ruparel,35,1
43,2020,SC,2nd,D.G.Ruparel,35,1
100,2020,SC,2nd,D.G.Ruparel,35,1
77,2020,NT-C,2nd,D.G.Ruparel,35,1
92,2020,SC,2nd,D.G.Ruparel,35,1
37,2020,ST,2nd,D.G.Ruparel,35,1
60,2020,SC,2nd,D.G.Ruparel,35,1
93,2020,NT-B,2nd,D.G.Ruparel,35,1
80,2020,OBC,2nd,D.G.Ruparel,50,1
67,2020,ST,2nd,D.G.Ruparel,35,1
54,2020,OBC,2nd,D.G.Ruparel,50,1
50,2020,Open,2nd,D.G.Ruparel,58,0
92,2020,OBC,2nd,D.G.Ruparel,50,1
80,2020,OBC,2nd,D.G.Ruparel,50,1
57,2020,OBC,2nd,D.G.Ruparel,50,1
65,2020,NT-B,2nd,D.G.Ruparel,35,1
75,2020,Open,2nd,D.G.Ruparel,58,1
83,2020,NT-C,2nd,D.G.Ruparel,35,1
84,2020,NT-C,2nd,D.G.Ruparel,35,1
91,2020,Open,2nd,D.G.Ruparel,58,1
65,2020,NT-B,2nd,D.G.Ruparel,35,1
97,2020,SC,2nd,D.G.Ruparel,35,1
49,2020,ST,2nd,D.G.Ruparel,35,1
69,2020,NT-B,2nd,D.G.Ruparel,35,1
80,2020,ST,2nd,D.G.Ruparel,35,1
74,2020,OBC,2nd,D.G.Ruparel,50,1
100,2020,NT-C,2nd,D.G.Ruparel,35,1
95,2020,NT-C,2nd,D.G.Ruparel,35,1
85,2020,OBC,2nd,D.G.Ruparel,50,1
68,2020,NT-B,2nd,D.G.Ruparel,35,1
100,2020,SC,2nd,D.G.Ruparel,35,1
68,2020,Open,2nd,D.G.Ruparel,58,1
56,2020,OBC,2nd,D.G.Ruparel,50,1
78,2020,NT-C,2nd,D.G.Ruparel,35,1
51,2020,Open,2nd,D.G.Ruparel,58,0
84,2020,Open,2nd,D.G.Ruparel,58,1
81,2020,Open,2nd,D.G.Ruparel,58,1
93,2020,ST,2nd,D.G.Ruparel,35,1
48,2020,NT-B,2nd,D.G.Ruparel,35,1
91,2020,NT-B,2nd,D.G.Ruparel,35,1
69,2020,OBC,2nd,D.G.Ruparel,50,1
55,2020,SC,2nd,D.G.Ruparel,35,1
82,2020,ST,2nd,D.G.Ruparel,35,1
46,2020,NT-B,2nd,D.G.Ruparel,35,1
66,2020,ST,2nd,D.G.Ruparel,35,1
89,2020,NT-C,2nd,D.G.Ruparel,35,1
52,2020,Open,2nd,D.G.Ruparel,58,0
87,2020,ST,2nd,D.G.Ruparel,35,1
37,2020,NT-C,2nd,D.G.Ruparel,35,1
60,2020,NT-C,2nd,D.G.Ruparel,35,1
62,2020,SC,2nd,D.G.Ruparel,35,1
99,2020,NT-B,2nd,D.G.Ruparel,35,1
96,2020,OBC,2nd,D.G.Ruparel,50,1
70,2020,SC,2nd,D.G.Ruparel,35,1
50,2020,NT-B,2nd,D.G.Ruparel,35,1
54,2020,NT-C,2nd,D.G.Ruparel,35,1
50,2020,NT-B,2nd,D.G.Ruparel,35,1
73,2020,ST,2nd,D.G.Ruparel,35,1
39,2020,Open,2nd,D.G.Ruparel,58,0
45,2020,NT-B,2nd,D.G.Ruparel,35,1
87,2020,Open,2nd,D.G.Ruparel,58,1
73,2020,NT-B,2nd,D.G.Ruparel,35,1
71,2020,SC,2nd,D.G.Ruparel,35,1
50,2020,NT-B,2nd,D.G.Ruparel,35,1
55,2020,ST,2nd,D.G.Ruparel,35,1
52,2020,OBC,2nd,D.G.Ruparel,50,1
60,2020,Open,2nd,D.G.Ruparel,58,1
36,2020,Open,2nd,D.G.Ruparel,58,0
54,2020,NT-B,2nd,D.G.Ruparel,35,1
83,2020,OBC,2nd,D.G.Ruparel,50,1
46,2020,ST,2nd,D.G.Ruparel,35,1
45,2020,NT-C,2nd,D.G.Ruparel,35,1
81,2020,NT-B,2nd,D.G.Ruparel,35,1
66,2020,ST,2nd,D.G.Ruparel,35,1
75,2020,Open,2nd,D.G.Ruparel,58,1
72,2020,OBC,2nd,D.G.Ruparel,50,1
39,2020,SC,2nd,D.G.Ruparel,35,1
37,2020,OBC,2nd,D.G.Ruparel,50,0
55,2020,ST,2nd,D.G.Ruparel,35,1
89,2020,OBC,2nd,D.G.Ruparel,50,1
46,2020,ST,2nd,D.G.Ruparel,35,1
80,2020,NT-C,2nd,D.G.Ruparel,35,1
63,2020,SC,2nd,D.G.Ruparel,35,1
64,2020,SC,2nd,D.G.Ruparel,35,1
36,2020,NT-B,2nd,D.G.Ruparel,35,1
82,2020,NT-C,2nd,D.G.Ruparel,35,1
97,2020,OBC,2nd,D.G.Ruparel,50,1
78,2020,SC,2nd,D.G.Ruparel,35,1
55,2020,ST,2nd,D.G.Ruparel,35,1
69,2020,NT-C,2nd,D.G.Ruparel,35,1
100,2020,SC,2nd,D.G.Ruparel,35,1
59,2020,ST,2nd,D.G.Ruparel,35,1
75,2020,Open,2nd,D.G.Ruparel,58,1
35,2020,SC,2nd,D.G.Ruparel,35,0
36,2020,NT-B,2nd,D.G.Ruparel,35,1
95,2020,OBC,2nd,D.G.Ruparel,50,1
67,2020,SC,2nd,D.G.Ruparel,35,1
78,2020,NT-C,2nd,D.G.Ruparel,35,1
97,2020,NT-C,2nd,D.G.Ruparel,35,1
86,2020,NT-B,2nd,D.G.Ruparel,35,1
90,2020,NT-B,2nd,D.G.Ruparel,35,1
35,2020,SC,2nd,D.G.Ruparel,35,0
44,2020,NT-B,2nd,D.G.Ruparel,35,1
82,2020,OBC,2nd,D.G.Ruparel,50,1
43,2020,ST,2nd,D.G.Ruparel,35,1
60,2020,NT-B,2nd,D.G.Ruparel,35,1
79,2020,NT-C,2nd,D.G.Ruparel,35,1
57,2020,Open,2nd,D.G.Ruparel,58,0
62,2020,Open,2nd,D.G.Ruparel,58,1
94,2020,Open,2nd,D.G.Ruparel,58,1
81,2020,NT-C,2nd,D.G.Ruparel,35,1
76,2020,NT-C,2nd,D.G.Ruparel,35,1
59,2020,OBC,2nd,D.G.Ruparel,50,1
58,2020,ST,2nd,D.G.Ruparel,35,1
74,2020,NT-C,2nd,D.G.Ruparel,35,1
71,2020,OBC,2nd,D.G.Ruparel,50,1
49,2020,OBC,2nd,D.G.Ruparel,50,0
55,2020,OBC,2nd,D.G.Ruparel,50,1
95,2020,NT-B,2nd,D.G.Ruparel,35,1
56,2020,Open,2nd,D.G.Ruparel,58,0
75,2020,Open,2nd,D.G.Ruparel,58,1
42,2020,NT-B,2nd,D.G.Ruparel,35,1
90,2020,Open,2nd,D.G.Ruparel,58,1
53,2020,NT-C,2nd,D.G.Ruparel,35,1
80,2020,NT-B,2nd,D.G.Ruparel,35,1
87,2020,OBC,2nd,D.G.Ruparel,50,1
75,2020,Open,2nd,D.G.Ruparel,58,1
56,2020,NT-B,2nd,D.G.Ruparel,35,1
67,2020,Open,2nd,D.G.Ruparel,58,1
83,2020,NT-C,2nd,D.G.Ruparel,35,1
56,2020,Open,2nd,D.G.Ruparel,58,0
41,2020,OBC,2nd,D.G.Ruparel,50,0
35,2020,NT-C,2nd,D.G.Ruparel,35,0
36,2020,ST,2nd,D.G.Ruparel,35,1
90,2020,NT-B,2nd,D.G.Ruparel,35,1
77,2020,Open,2nd,D.G.Ruparel,58,1
63,2020,OBC,2nd,D.G.Ruparel,50,1
54,2020,Open,2nd,D.G.Ruparel,58,0
47,2020,OBC,2nd,D.G.Ruparel,50,0
39,2020,NT-C,2nd,D.G.Ruparel,35,1
87,2020,SC,2nd,D.G.Ruparel,35,1
88,2020,NT-B,2nd,D.G.Ruparel,35,1
75,2020,SC,2nd,D.G.Ruparel,35,1
78,2020,NT-C,2nd,D.G.Ruparel,35,1
47,2020,OBC,2nd,D.G.Ruparel,50,0
50,2020,NT-C,2nd,D.G.Ruparel,35,1
80,2020,NT-B,2nd,D.G.Ruparel,35,1
39,2020,OBC,2nd,D.G.Ruparel,50,0
69,2020,OBC,2nd,D.G.Ruparel,50,1
96,2020,ST,2nd,D.G.Ruparel,35,1
70,2020,NT-C,2nd,D.G.Ruparel,35,1
93,2020,OBC,2nd,D.G.Ruparel,50,1
39,2020,NT-B,2nd,D.G.Ruparel,35,1
80,2020,Open,2nd,D.G.Ruparel,58,1
92,2020,Open,2nd,D.G.Ruparel,58,1
56,2020,ST,2nd,D.G.Ruparel,35,1
85,2020,NT-C,2nd,D.G.Ruparel,35,1
83,2020,Open,2nd,D.G.Ruparel,58,1
85,2020,NT-B,2nd,D.G.Ruparel,35,1
59,2020,Open,2nd,D.G.Ruparel,58,1
55,2020,NT-C,2nd,D.G.Ruparel,35,1
63,2020,NT-B,2nd,D.G.Ruparel,35,1
98,2020,SC,2nd,D.G.Ruparel,35,1
35,2020,NT-C,2nd,D.G.Ruparel,35,0
43,2020,NT-C,2nd,D.G.Ruparel,35,1
83,2020,SC,2nd,D.G.Ruparel,35,1
57,2020,SC,2nd,D.G.Ruparel,35,1
98,2020,Open,2nd,D.G.Ruparel,58,1
51,2020,NT-B,2nd,D.G.Ruparel,35,1
86,2020,SC,2nd,D.G.Ruparel,35,1
80,2020,Open,2nd,D.G.Ruparel,58,1
71,2020,NT-C,2nd,D.G.Ruparel,35,1
78,2020,Open,2nd,D.G.Ruparel,58,1
99,2020,Open,2nd,D.G.Ruparel,58,1
74,2020,Open,2nd,D.G.Ruparel,58,1
95,2020,Open,2nd,D.G.Ruparel,58,1
74,2020,Open,2nd,D.G.Ruparel,58,1
60,2020,NT-C,2nd,D.G.Ruparel,35,1
83,2020,NT-C,2nd,D.G.Ruparel,35,1
52,2020,OBC,2nd,D.G.Ruparel,50,1
54,2020,NT-B,2nd,D.G.Ruparel,35,1
41,2020,OBC,2nd,D.G.Ruparel,50,0
73,2020,SC,2nd,D.G.Ruparel,35,1
37,2020,NT-C,2nd,D.G.Ruparel,35,1
94,2020,NT-C,2nd,D.G.Ruparel,35,1
57,2020,ST,2nd,D.G.Ruparel,35,1
58,2020,SC,2nd,D.G.Ruparel,35,1
85,2020,Open,2nd,D.G.Ruparel,58,1
50,2020,NT-C,2nd,D.G.Ruparel,35,1
42,2020,SC,2nd,D.G.Ruparel,35,1
41,2020,ST,2nd,D.G.Ruparel,35,1
78,2020,NT-B,2nd,D.G.Ruparel,35,1
35,2020,OBC,2nd,D.G.Ruparel,50,0
81,2020,ST,2nd,D.G.Ruparel,35,1
40,2020,NT-C,2nd,D.G.Ruparel,35,1
90,2020,SC,2nd,D.G.Ruparel,35,1
67,2020,NT-B,2nd,D.G.Ruparel,35,1
95,2020,Open,2nd,D.G.Ruparel,58,1
84,2020,ST,2nd,D.G.Ruparel,35,1
37,2020,NT-B,2nd,D.G.Ruparel,35,1
50,2020,NT-B,2nd,D.G.Ruparel,35,1
42,2020,SC,2nd,D.G.Ruparel,35,1
75,2020,OBC,2nd,D.G.Ruparel,50,1
65,2020,SC,2nd,D.G.Ruparel,35,1
92,2020,NT-B,2nd,D.G.Ruparel,35,1
47,2020,NT-B,2nd,D.G.Ruparel,35,1
73,2020,ST,2nd,D.G.Ruparel,35,1
79,2020,ST,2nd,D.G.Ruparel,35,1
59,2020,SC,2nd,D.G.Ruparel,35,1
59,2020,ST,2nd,D.G.Ruparel,35,1
71,2020,OBC,2nd,D.G.Ruparel,50,1
38,2020,ST,2nd,D.G.Ruparel,35,1
96,2020,Open,2nd,D.G.Ruparel,58,1
73,2020,SC,2nd,D.G.Ruparel,35,1
94,2020,Open,2nd,D.G.Ruparel,58,1
72,2020,Open,2nd,D.G.Ruparel,58,1
96,2020,NT-B,2nd,D.G.Ruparel,35,1
62,2020,NT-C,2nd,D.G.Ruparel,35,1
56,2020,ST,2nd,D.G.Ruparel,35,1
80,2020,NT-C,2nd,D.G.Ruparel,35,1
61,2020,Open,2nd,D.G.Ruparel,58,1
70,2020,Open,2nd,D.G.Ruparel,58,1
94,2020,SC,2nd,D.G.Ruparel,35,1
54,2020,OBC,2nd,D.G.Ruparel,50,1
54,2020,OBC,2nd,D.G.Ruparel,50,1
91,2020,NT-B,3rd,D.G.Ruparel,35,1
77,2020,ST,3rd,D.G.Ruparel,35,1
84,2020,Open,3rd,D.G.Ruparel,50,1
62,2020,OBC,3rd,D.G.Ruparel,35,1
90,2020,NT-B,3rd,D.G.Ruparel,35,1
64,2020,ST,3rd,D.G.Ruparel,35,1
89,2020,NT-C,3rd,D.G.Ruparel,35,1
76,2020,ST,3rd,D.G.Ruparel,35,1
40,2020,NT-C,3rd,D.G.Ruparel,35,1
57,2020,ST,3rd,D.G.Ruparel,35,1
81,2020,SC,3rd,D.G.Ruparel,35,1
81,2020,NT-C,3rd,D.G.Ruparel,35,1
59,2020,NT-C,3rd,D.G.Ruparel,35,1
59,2020,Open,3rd,D.G.Ruparel,50,1
45,2020,OBC,3rd,D.G.Ruparel,35,1
69,2020,NT-B,3rd,D.G.Ruparel,35,1
99,2020,Open,3rd,D.G.Ruparel,50,1
49,2020,Open,3rd,D.G.Ruparel,50,0
76,2020,Open,3rd,D.G.Ruparel,50,1
84,2020,SC,3rd,D.G.Ruparel,35,1
70,2020,Open,3rd,D.G.Ruparel,50,1
63,2020,OBC,3rd,D.G.Ruparel,35,1
40,2020,NT-C,3rd,D.G.Ruparel,35,1
73,2020,Open,3rd,D.G.Ruparel,50,1
96,2020,NT-C,3rd,D.G.Ruparel,35,1
80,2020,NT-C,3rd,D.G.Ruparel,35,1
68,2020,ST,3rd,D.G.Ruparel,35,1
37,2020,SC,3rd,D.G.Ruparel,35,1
76,2020,ST,3rd,D.G.Ruparel,35,1
59,2020,OBC,3rd,D.G.Ruparel,35,1
70,2020,ST,3rd,D.G.Ruparel,35,1
43,2020,Open,3rd,D.G.Ruparel,50,0
94,2020,SC,3rd,D.G.Ruparel,35,1
74,2020,OBC,3rd,D.G.Ruparel,35,1
45,2020,NT-C,3rd,D.G.Ruparel,35,1
55,2020,OBC,3rd,D.G.Ruparel,35,1
54,2020,ST,3rd,D.G.Ruparel,35,1
83,2020,Open,3rd,D.G.Ruparel,50,1
39,2020,Open,3rd,D.G.Ruparel,50,0
64,2020,ST,3rd,D.G.Ruparel,35,1
38,2020,Open,3rd,D.G.Ruparel,50,0
82,2020,NT-C,3rd,D.G.Ruparel,35,1
90,2020,SC,3rd,D.G.Ruparel,35,1
95,2020,ST,3rd,D.G.Ruparel,35,1
96,2020,ST,3rd,D.G.Ruparel,35,1
52,2020,ST,3rd,D.G.Ruparel,35,1
74,2020,Open,3rd,D.G.Ruparel,50,1
76,2020,ST,3rd,D.G.Ruparel,35,1
44,2020,Open,3rd,D.G.Ruparel,50,0
82,2020,ST,3rd,D.G.Ruparel,35,1
54,2020,NT-C,3rd,D.G.Ruparel,35,1
48,2020,SC,3rd,D.G.Ruparel,35,1
91,2020,ST,3rd,D.G.Ruparel,35,1
56,2020,NT-B,3rd,D.G.Ruparel,35,1
52,2020,Open,3rd,D.G.Ruparel,50,1
74,2020,ST,3rd,D.G.Ruparel,35,1
91,2020,ST,3rd,D.G.Ruparel,35,1
92,2020,NT-B,3rd,D.G.Ruparel,35,1
73,2020,OBC,3rd,D.G.Ruparel,35,1
98,2020,OBC,3rd,D.G.Ruparel,35,1
97,2020,NT-B,3rd,D.G.Ruparel,35,1
75,2020,Open,3rd,D.G.Ruparel,50,1
52,2020,Open,3rd,D.G.Ruparel,50,1
41,2020,OBC,3rd,D.G.Ruparel,35,1
77,2020,NT-B,3rd,D.G.Ruparel,35,1
84,2020,OBC,3rd,D.G.Ruparel,35,1
62,2020,OBC,3rd,D.G.Ruparel,35,1
64,2020,SC,3rd,D.G.Ruparel,35,1
51,2020,ST,3rd,D.G.Ruparel,35,1
72,2020,SC,3rd,D.G.Ruparel,35,1
71,2020,NT-B,3rd,D.G.Ruparel,35,1
35,2020,Open,3rd,D.G.Ruparel,50,0
64,2020,OBC,3rd,D.G.Ruparel,35,1
88,2020,OBC,3rd,D.G.Ruparel,35,1
80,2020,SC,3rd,D.G.Ruparel,35,1
76,2020,NT-C,3rd,D.G.Ruparel,35,1
93,2020,OBC,3rd,D.G.Ruparel,35,1
95,2020,NT-B,3rd,D.G.Ruparel,35,1
92,2020,Open,3rd,D.G.Ruparel,50,1
42,2020,OBC,3rd,D.G.Ruparel,35,1
35,2020,OBC,3rd,D.G.Ruparel,35,0
